0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"For by how much the more pains ye take to please the world, by so much the more shall ye for ever go thankless!","[3, 2, 3, 4, 3, 4, 5, 2, 4, 2, 6, 3, 5, 2, 2, 4, 3, 4, 5, 2, 3, 4, 2, 9]",86,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2]",27,0.38125,18,0,0,3
Would that I could clear out Hampton Court and the Tuileries for ye!,"[5, 4, 1, 5, 5, 3, 7, 5, 3, 3, 9, 3, 2]",55,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 3, 1, 1]",17,0.125,2,1,1,2
"But gulp down your tears and hie aloft to the royal-mast with your hearts; for your friends who have gone before are clearing out the seven-storied heavens, and making refugees of long-pampered Gabriel, Michael, and Raphael, against your coming.","[3, 4, 4, 4, 5, 3, 3, 5, 2, 3, 10, 4, 4, 6, 3, 4, 7, 3, 4, 4, 6, 3, 8, 3, 3, 13, 7, 3, 6, 8, 2, 13, 7, 7, 3, 7, 7, 4, 6]",201,"[1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 4, 3, 1, 2, 2, 1, 3, 3, 2, 1, 2, 2, 1, 2]",63,-0.155555555556,3,2,2,4
"Here ye strike but splintered hearts together--there, ye shall strike unsplinterable glasses!","[4, 2, 6, 3, 10, 6, 8, 5, 2, 5, 6, 14, 7]",78,"[1, 1, 1, 1, 2, 2, 3, 1, 1, 1, 1, 4, 1]",20,0.0,0,1,1,2
EXTRACTS.,[8],8,[2],2,0.0,11,1,1,2
"""And God created great whales.""","[3, 3, 7, 5, 6]",24,"[1, 1, 2, 2, 1]",7,0.8,12,0,0,3
--GENESIS.,[7],7,[3],3,0.0,11,1,1,2
"""Leviathan maketh a path to shine after him; One would think the deep to be hoary.""","[9, 6, 1, 4, 2, 5, 5, 3, 3, 5, 5, 3, 4, 2, 2, 5]",64,"[4, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2]",22,0.0,0,1,1,2
--JOB.,[3],3,[1],1,0.0,11,1,1,2
"""Now the Lord had prepared a great fish to swallow up Jonah.""","[3, 3, 4, 3, 8, 1, 5, 4, 2, 7, 2, 5]",47,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2]",16,0.8,12,0,0,3
--JONAH.,[5],5,[2],2,0.0,11,1,1,2
"""There go the ships; there is that Leviathan whom thou hast made to play therein.""","[5, 2, 3, 5, 5, 2, 4, 9, 4, 4, 4, 4, 2, 4, 7]",64,"[1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 2]",19,0.0,0,1,1,2
--PSALMS.,[6],6,[1],1,0.0,11,1,1,2
"""In that day, the Lord with his sore, and great, and strong sword, shall punish Leviathan the piercing serpent, even Leviathan that crooked serpent; and he shall slay the dragon that is in the sea.""","[2, 4, 3, 3, 4, 4, 3, 4, 3, 5, 3, 6, 5, 5, 6, 9, 3, 8, 7, 4, 9, 4, 7, 7, 3, 2, 5, 4, 3, 6, 4, 2, 2, 3, 3]",155,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 4, 1, 3, 2, 2, 4, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2]",50,0.411111111111,9,0,0,3
"--ISAIAH  ""And what thing soever besides cometh within the chaos of this monster's mouth, be it beast, boat, or stone, down it goes all incontinently that foul great swallow of his, and perisheth in the bottomless gulf of his paunch.""","[6, 3, 4, 5, 6, 7, 6, 6, 3, 5, 2, 4, 7, 2, 5, 2, 2, 5, 4, 2, 5, 4, 2, 4, 3, 13, 4, 4, 5, 7, 2, 3, 3, 9, 2, 3, 10, 4, 2, 3, 6]",184,"[3, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 2, 0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 1, 5, 1, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1]",57,0.322222222222,9,0,0,4
--HOLLAND'S PLUTARCH'S MORALS.,"[7, 2, 8, 2, 6]",25,"[2, 0, 2, 0, 2]",6,0.0,11,1,1,2
"""The Indian Sea breedeth the most and the biggest fishes that are: among which the Whales and Whirlpooles called Balaene, take up as much in length as four acres or arpens of land.""","[3, 6, 3, 8, 3, 4, 3, 3, 7, 6, 4, 3, 5, 5, 3, 6, 3, 11, 6, 7, 4, 2, 2, 4, 2, 6, 2, 4, 5, 2, 6, 2, 4]",144,"[1, 3, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",42,0.35,9,0,0,3
--HOLLAND'S PLINY.,"[7, 2, 5]",14,"[2, 0, 2]",4,0.0,11,1,1,2
"""Scarcely had we proceeded two days on the sea, when about sunrise a great many Whales and other monsters of the sea, appeared.","[8, 3, 2, 9, 3, 4, 2, 3, 3, 4, 5, 7, 1, 5, 4, 6, 3, 5, 8, 2, 3, 3, 8]",101,"[3, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 3]",36,0.391666666667,9,0,0,3
"Among the former, one was of a most monstrous size....","[5, 3, 6, 3, 3, 2, 1, 4, 9, 4]",40,"[2, 1, 2, 1, 1, 1, 1, 1, 2, 1]",13,0.25,2,0,0,2
"This came towards us, open-mouthed, raising the waves on all sides, and beating the sea before him into a foam.""","[4, 4, 7, 2, 12, 7, 3, 5, 2, 3, 5, 3, 7, 3, 3, 6, 3, 4, 1, 4]",88,"[1, 1, 2, 1, 3, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 2, 1, 1]",29,0.0,10,1,1,2
--TOOKE'S LUCIAN.,"[5, 2, 6]",13,"[1, 0, 3]",4,0.0,11,1,1,2
"""THE TRUE HISTORY.""","[3, 4, 7]",14,"[1, 0, 3]",4,0.35,2,0,0,3
"""He visited this country also with a view of catching horse-whales, which had bones of very great value for their teeth, of which he brought some to the king....","[2, 7, 4, 7, 4, 4, 1, 4, 2, 8, 12, 5, 3, 5, 2, 4, 5, 5, 3, 5, 5, 2, 5, 2, 7, 4, 2, 3, 4]",126,"[1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",38,0.8,12,0,0,3
"The best whales were catched in his own country, of which some were forty-eight, some fifty yards long.","[3, 4, 6, 4, 7, 2, 3, 3, 7, 2, 5, 4, 4, 11, 4, 5, 5, 4]",83,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 2, 2, 1]",23,0.516666666667,18,0,0,3
"He said that he was one of six who had killed sixty in two days.""","[2, 4, 4, 2, 3, 3, 2, 3, 3, 3, 6, 5, 2, 3, 4]",49,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",16,-0.2,19,1,1,1
"--OTHER OR OTHER'S VERBAL NARRATIVE TAKEN DOWN FROM HIS MOUTH BY KING ALFRED, A.D. 890.","[5, 2, 5, 2, 6, 9, 5, 4, 4, 3, 5, 2, 4, 6, 3, 3]",68,"[2, 1, 2, 0, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0]",20,-0.135185185185,19,1,1,2
"""And whereas all the other things, whether beast or vessel, that enter into the dreadful gulf of this monster's (whale's) mouth, are immediately lost and swallowed up, the sea-gudgeon retires into it in great security, and there sleeps.""","[3, 7, 3, 3, 5, 6, 7, 5, 2, 6, 4, 5, 4, 3, 8, 4, 2, 4, 7, 2, 5, 2, 5, 3, 11, 4, 3, 9, 2, 3, 11, 7, 4, 2, 2, 5, 8, 3, 5, 6]",190,"[1, 3, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 1, 3, 1, 1, 1, 2, 0, 1, 0, 1, 1, 6, 1, 1, 2, 1, 1, 4, 2, 2, 1, 1, 2, 4, 1, 1, 1]",64,-0.108333333333,3,2,2,4
--MONTAIGNE.,[9],9,[2],2,0.0,11,1,1,2
--APOLOGY FOR RAIMOND SEBOND.,"[7, 3, 7, 6]",23,"[4, 1, 2, 2]",9,0.0,11,1,1,2
"""Let us fly, let us fly!","[3, 2, 3, 3, 2, 3]",16,"[1, 1, 1, 1, 1, 1]",6,0.9,12,0,0,3
"Old Nick take me if is not Leviathan described by the noble prophet Moses in the life of patient Job.""","[3, 4, 4, 2, 2, 2, 3, 9, 9, 2, 3, 5, 7, 5, 2, 3, 4, 2, 7, 3]",81,"[1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1]",27,0.35,2,0,0,3
--RABELAIS.,[8],8,[3],3,0.0,11,1,1,2
"""This whale's liver was two cartloads.""","[4, 5, 2, 5, 3, 3, 9]",31,"[1, 1, 0, 2, 1, 1, 2]",8,0.0,11,1,1,2
--STOWE'S ANNALS.,"[5, 2, 6]",13,"[1, 0, 2]",3,0.0,11,1,1,2
"""The great Leviathan that maketh the seas to seethe like boiling pan.""","[3, 5, 9, 4, 6, 3, 4, 2, 6, 4, 7, 3]",56,"[1, 2, 4, 1, 2, 1, 2, 1, 1, 1, 2, 1]",19,0.8,12,0,0,3
--LORD BACON'S VERSION OF THE PSALMS.,"[4, 5, 2, 7, 2, 3, 6]",29,"[1, 2, 0, 2, 1, 1, 1]",8,0.0,11,1,1,2
"""Touching that monstrous bulk of the whale or ork we have received nothing certain.","[8, 4, 9, 4, 2, 3, 5, 2, 3, 2, 4, 8, 7, 7]",68,"[2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]",19,0.357142857143,2,0,0,3
"They grow exceeding fat, insomuch that an incredible quantity of oil will be extracted out of one whale.""","[4, 4, 9, 3, 8, 4, 2, 10, 8, 2, 3, 4, 2, 9, 3, 2, 3, 5]",85,"[1, 1, 3, 1, 3, 1, 1, 3, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1]",27,0.9,12,0,0,3
--IBID.,[4],4,[2],2,0.0,11,1,1,2
"""HISTORY OF LIFE AND DEATH.""","[7, 2, 4, 3, 5]",21,"[3, 1, 1, 1, 2]",8,0.0,11,1,1,2
"""The sovereignest thing on earth is parmacetti for an inward bruise.""","[3, 12, 5, 2, 5, 2, 10, 3, 2, 6, 6]",56,"[1, 4, 1, 1, 2, 1, 4, 1, 1, 2, 1]",19,0.0,0,1,1,2
--KING HENRY.,"[4, 5]",9,"[1, 2]",3,0.0,11,1,1,2
"""Very like a whale.""","[4, 4, 1, 5]",14,"[2, 1, 1, 1]",5,0.2,2,1,1,2
--HAMLET.,[6],6,[2],2,0.0,11,1,1,2
"""Which to secure, no skill of leach's art      Mote him availle, but to returne againe      To his wound's worker, that with lowly dart,      Dinting his breast, had bred his restless paine,      Like as the wounded whale to shore flies thro' the maine.""","[5, 2, 6, 2, 5, 2, 5, 2, 3, 4, 3, 7, 3, 2, 7, 6, 2, 3, 5, 2, 6, 4, 4, 5, 4, 7, 3, 6, 3, 4, 3, 8, 5, 4, 2, 3, 7, 5, 2, 5, 5, 4, 3, 5]",183,"[1, 1, 2, 1, 1, 1, 2, 0, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 0, 2, 1, 1, 2, 1, 2, 1, 2, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",51,0.2,7,2,2,4
--THE FAERIE QUEEN.,"[3, 6, 5]",14,"[1, 2, 1]",4,0.0,11,1,1,2
"""Immense as whales, the motion of whose vast bodies can in a peaceful calm trouble the ocean til it boil.""","[7, 2, 6, 3, 6, 2, 5, 4, 6, 3, 2, 1, 8, 4, 7, 3, 5, 3, 2, 4]",83,"[2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 3, 1, 1, 1]",28,0.07,10,1,1,2
--SIR WILLIAM DAVENANT.,"[3, 7, 8]",18,"[1, 3, 3]",7,0.0,11,1,1,2
PREFACE TO GONDIBERT.,"[7, 2, 9]",18,"[2, 1, 3]",6,0.0,11,1,1,2
"""What spermacetti is, men might justly doubt, since the learned Hosmannus in his work of thirty years, saith plainly, Nescio quid sit.""","[4, 11, 2, 3, 5, 6, 5, 5, 3, 7, 9, 2, 3, 4, 2, 6, 5, 5, 7, 6, 4, 3]",107,"[1, 4, 1, 1, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1]",33,-0.214285714286,5,1,1,1
--SIR T. BROWNE.,"[3, 1, 6]",10,"[1, 0, 1]",2,0.0,11,1,1,2
OF SPERMA CETI AND THE SPERMA CETI WHALE.,"[2, 6, 4, 3, 3, 6, 4, 5]",33,"[1, 2, 2, 1, 1, 2, 2, 1]",12,0.0,0,1,1,2
"VIDE HIS V. E.       ""Like Spencer's Talus with his modern flail      He threatens ruin with his ponderous tail.","[4, 3, 1, 1, 4, 7, 2, 5, 4, 3, 6, 5, 2, 9, 4, 4, 3, 9, 4]",80,"[1, 1, 0, 1, 1, 2, 0, 2, 1, 1, 2, 1, 1, 3, 1, 1, 1, 3, 1]",24,0.2,2,0,0,2
"...      Their fixed jav'lins in his side he wears,      And on his back a grove of pikes appears.""","[5, 5, 8, 2, 3, 4, 2, 5, 3, 2, 3, 4, 1, 5, 2, 5, 7]",66,"[1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3]",21,0.05,0,1,1,2
--WALLER'S BATTLE OF THE SUMMER ISLANDS.,"[6, 2, 6, 2, 3, 6, 7]",32,"[2, 0, 1, 1, 1, 2, 2]",9,0.0,11,1,1,2
"""By art is created that great Leviathan, called a Commonwealth or State--(in Latin, Civitas) which is but an artificial man.""","[2, 3, 2, 7, 4, 5, 9, 6, 1, 12, 2, 5, 2, 5, 7, 5, 2, 3, 2, 10, 3]",97,"[1, 1, 1, 2, 1, 2, 4, 1, 1, 4, 1, 1, 1, 2, 3, 1, 1, 1, 1, 5, 1]",36,0.1,13,1,1,4
--OPENING SENTENCE OF HOBBES'S LEVIATHAN.,"[7, 8, 2, 6, 2, 9]",34,"[3, 2, 1, 1, 0, 4]",11,0.0,0,1,1,2
"""Silly Mansoul swallowed it without chewing, as if it had been a sprat in the mouth of a whale.""","[5, 7, 9, 2, 7, 7, 2, 2, 2, 3, 4, 1, 5, 2, 3, 5, 2, 1, 5]",74,"[2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,-0.5,16,1,1,1
--PILGRIM'S PROGRESS.,"[7, 2, 8]",17,"[2, 0, 2]",4,0.0,11,1,1,2
"""That sea beast      Leviathan, which God of all his works      Created hugest that swim the ocean stream.""","[4, 3, 5, 9, 5, 3, 2, 3, 3, 5, 7, 6, 4, 4, 3, 5, 6]",77,"[1, 2, 2, 4, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 3, 2]",27,0.0,10,1,1,2
--PARADISE LOST.,"[8, 4]",12,"[3, 1]",4,0.0,11,1,1,2
"---""There Leviathan,      Hugest of living creatures, in the deep      Stretched like a promontory sleeps or swims,      And seems a moving land; and at his gills      Draws in, and at his breath spouts out a sea.""","[5, 9, 6, 2, 6, 9, 2, 3, 4, 9, 4, 1, 10, 6, 2, 5, 3, 5, 1, 6, 4, 3, 2, 3, 5, 5, 2, 3, 2, 3, 6, 6, 3, 1, 3]",149,"[1, 4, 2, 1, 2, 3, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2]",48,-0.025,4,1,1,4
--IBID.,[4],4,[2],2,0.0,11,1,1,2
"""The mighty whales which swim in a sea of water, and have a sea of oil swimming in them.""","[3, 6, 6, 5, 4, 2, 1, 3, 2, 5, 3, 4, 1, 3, 2, 3, 8, 2, 4]",67,"[1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1]",24,0.4,18,0,0,3
--FULLLER'S PROFANE AND HOLY STATE.,"[7, 2, 7, 3, 4, 5]",28,"[2, 0, 2, 1, 2, 1]",8,0.0,11,1,1,2
"""So close behind some promontory lie      The huge Leviathan to attend their prey,      And give no chance, but swallow in the fry,      Which through their gaping jaws mistake the way.""","[2, 5, 6, 4, 10, 3, 3, 4, 9, 2, 6, 5, 4, 3, 4, 2, 6, 3, 7, 2, 3, 3, 5, 7, 5, 6, 4, 7, 3, 3]",136,"[1, 1, 2, 1, 4, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1]",41,2.77555756156e-17,4,1,1,4
--DRYDEN'S ANNUS MIRABILIS.,"[6, 2, 5, 9]",22,"[2, 0, 2, 4]",8,0.0,11,1,1,2
"""While the whale is floating at the stern of the ship, they cut off his head, and tow it with a boat as near the shore as it will come; but it will be aground in twelve or thirteen feet water.""","[5, 3, 5, 2, 8, 2, 3, 5, 2, 3, 4, 4, 3, 3, 3, 4, 3, 3, 2, 4, 1, 4, 2, 4, 3, 5, 2, 2, 4, 4, 3, 2, 4, 2, 7, 2, 6, 2, 8, 4, 5]",147,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2]",47,0.1,4,0,0,4
