0,wrd_length,total_char,syl_count,syl_sum,sentiment
"Very soon the Rabbit noticed Alice, as she went hunting about, and called out to her in an angry tone, 'Why, Mary Ann, what ARE you doing out here?","[4, 4, 3, 6, 7, 5, 2, 3, 4, 7, 5, 3, 6, 3, 2, 3, 2, 2, 5, 4, 4, 4, 3, 4, 3, 3, 5, 3, 4]",113,[2 1 1 2 2 2 1 0 1 2 2 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1],36,-0.15
"Run home this moment, and fetch me a pair of gloves and a fan!","[3, 4, 4, 6, 3, 5, 2, 1, 4, 2, 6, 3, 1, 3]",47,[1 1 1 2 1 1 1 1 1 1 1 1 1 1],15,0.0
"Quick, now!'","[5, 3]",8,[1 1],2,0.416666666667
"And Alice was so much frightened that she ran off at once in the direction it pointed to, without trying to explain the mistake it had made.","[3, 5, 3, 2, 4, 10, 4, 3, 3, 3, 2, 4, 2, 3, 9, 2, 7, 2, 7, 6, 2, 7, 3, 7, 2, 3, 4]",112,[1 2 1 1 1 2 1 0 1 1 1 1 1 1 3 1 1 1 2 1 1 2 1 2 1 1 1],33,0.2
"'He took me for his housemaid,' she said to herself as she ran.","[3, 4, 2, 3, 3, 9, 3, 4, 2, 7, 2, 3, 3]",48,[0 1 1 1 1 3 0 1 1 2 1 0 1],13,0.0
'How surprised he'll be when he finds out who I am!,"[4, 9, 2, 3, 2, 4, 2, 5, 3, 3, 1, 2]",40,[1 2 1 0 1 1 1 1 1 1 1 1],12,0.125
"But I'd better take him his fan and gloves--that is, if I can find them.'","[3, 1, 2, 6, 4, 3, 3, 3, 3, 6, 4, 2, 2, 1, 3, 4, 4]",54,[1 1 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1],17,0.5
"As she said this, she came upon a neat little house, on the door of which was a bright brass plate with the name 'W.","[2, 3, 4, 4, 3, 4, 4, 1, 4, 6, 5, 2, 3, 4, 2, 5, 3, 1, 6, 5, 5, 4, 3, 4, 2]",89,[1 0 1 1 0 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0],24,0.25625
RABBIT' engraved upon it.,"[6, 8, 4, 2]",20,[2 2 2 1],7,0.0
"She went in without knocking, and hurried upstairs, in great fear lest she should meet the real Mary Ann, and be turned out of the house before she had found the fan and gloves.","[3, 4, 2, 7, 8, 3, 7, 8, 2, 5, 4, 4, 3, 6, 4, 3, 4, 4, 3, 3, 2, 6, 3, 2, 3, 5, 6, 3, 3, 5, 3, 3, 3, 6]",140,[0 1 1 2 2 1 2 2 1 2 2 1 0 1 1 1 2 2 1 1 1 1 1 1 1 1 2 0 1 1 1 1 1 1],40,0.5
"'How queer it seems,' Alice said to herself, 'to be going messages for a rabbit!","[4, 5, 2, 5, 5, 4, 2, 7, 3, 2, 5, 8, 3, 1, 6]",62,[1 1 1 1 2 1 1 2 1 1 1 2 1 1 2],19,0.0
I suppose Dinah'll be sending me on messages next!',"[1, 7, 5, 3, 2, 7, 2, 2, 8, 4]",41,[1 2 2 0 1 2 1 1 2 1],13,0.0
"And she began fancying the sort of thing that would happen: '""Miss Alice!","[3, 3, 5, 8, 3, 4, 2, 5, 4, 5, 6, 4, 5]",57,[1 0 2 2 1 1 1 1 1 1 2 1 2],16,0.0
"Come here directly, and get ready for your walk!""","[4, 4, 8, 3, 3, 5, 3, 4, 4]",38,[1 1 3 1 1 3 1 1 1],13,0.175
"""Coming in a minute, nurse!","[6, 2, 1, 6, 5]",20,[2 1 1 2 1],7,0.0
"But I've got to see that the mouse doesn't get out.""","[3, 1, 3, 3, 2, 3, 4, 3, 5, 4, 3, 3, 3]",40,[1 1 0 1 1 1 1 1 1 0 0 1 1],10,0.0
"Only I don't think,' Alice went on, 'that they'd let Dinah stop in the house if it began ordering people about like that!'","[4, 1, 2, 3, 5, 5, 4, 2, 5, 4, 2, 3, 5, 4, 2, 3, 5, 2, 2, 5, 8, 6, 5, 4, 4]",95,[2 1 1 0 1 2 1 1 1 1 0 1 2 1 1 1 1 1 1 2 3 1 2 1 1],30,0.0
"By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.","[2, 4, 4, 3, 3, 5, 3, 3, 4, 1, 4, 6, 4, 4, 1, 5, 2, 3, 6, 3, 2, 2, 2, 3, 3, 5, 1, 3, 3, 3, 2, 5, 5, 2, 4, 5, 3, 6, 3, 4, 2, 3, 3, 3, 1, 4, 2, 3, 6, 3, 3, 4, 5, 2, 5, 3, 4, 4, 3, 3, 4, 4, 1, 6, 6, 4, 5, 4, 3, 13]",252,"[1 1 1 0 1 1 1 1 2 1 2 1 1 1 1 1 1 1 2 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 2 1 1
 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 0 1 2 1 1 1 1 1 2 1 3]",75,0.0541666666667
"There was no label this time with the words 'DRINK ME,' but nevertheless she uncorked it and put it to her lips.","[5, 3, 2, 5, 4, 4, 4, 3, 5, 6, 2, 3, 12, 3, 8, 2, 3, 3, 2, 2, 3, 4]",88,[1 1 1 2 1 1 1 1 1 1 1 1 4 0 2 1 1 1 1 1 1 1],26,0.0
"'I know SOMETHING interesting is sure to happen,' she said to herself, 'whenever I eat or drink anything; so I'll just see what this bottle does.","[2, 4, 9, 11, 2, 4, 2, 6, 3, 4, 2, 7, 9, 1, 3, 2, 5, 8, 2, 1, 3, 4, 3, 4, 4, 6, 4]",115,[1 1 3 4 1 1 1 2 0 1 1 2 3 1 2 1 1 3 1 1 0 1 1 1 1 1 0],36,0.5
"I do hope it'll make me grow large again, for really I'm quite tired of being such a tiny little thing!'","[1, 2, 4, 2, 3, 4, 2, 4, 5, 5, 3, 6, 1, 2, 5, 5, 2, 5, 4, 1, 4, 6, 5]",81,[1 1 1 1 0 1 1 1 1 2 1 3 1 0 1 1 1 1 1 1 2 1 1],25,-0.036681547619
"It did so indeed, and much sooner than she had expected: before she had drunk half the bottle, she found her head pressing against the ceiling, and had to stoop to save her neck from being broken.","[2, 3, 2, 6, 3, 4, 6, 4, 3, 3, 8, 6, 3, 3, 5, 4, 3, 6, 3, 5, 3, 4, 8, 7, 3, 7, 3, 3, 2, 5, 2, 4, 3, 4, 4, 5, 6]",155,[1 1 1 1 1 1 2 1 0 1 2 2 0 1 1 1 1 1 0 1 1 2 2 2 1 2 1 1 1 1 1 1 1 1 1 1 2],42,-0.193333333333
"She hastily put down the bottle, saying to herself 'That's quite enough--I hope I shan't grow any more--As it is, I can't get out at the door--I do wish I hadn't drunk quite so much!'","[3, 7, 3, 4, 3, 6, 6, 2, 7, 5, 2, 5, 6, 1, 4, 1, 3, 3, 4, 3, 4, 2, 2, 2, 1, 2, 3, 3, 3, 2, 3, 4, 1, 2, 4, 1, 3, 3, 5, 5, 2, 4]",139,"[0 3 1 1 1 1 1 1 2 1 0 1 2 1 1 1 1 0 1 2 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
 0 1 1 1 1]",42,-0.135185185185
Alas!,[4],4,[2],2,-0.5
it was too late to wish that!,"[2, 3, 3, 4, 2, 4, 4]",22,[1 1 1 1 1 1 1],7,-0.375
"She went on growing, and growing, and very soon had to kneel down on the floor: in another minute there was not even room for this, and she tried the effect of lying down with one elbow against the door, and the other arm curled round her head.","[3, 4, 2, 7, 3, 7, 3, 4, 4, 3, 2, 5, 4, 2, 3, 5, 2, 7, 6, 5, 3, 3, 4, 4, 3, 4, 3, 3, 5, 3, 6, 2, 5, 4, 4, 3, 5, 7, 3, 4, 3, 3, 5, 3, 6, 5, 3, 4]",191,"[0 1 1 2 1 2 1 2 1 1 1 1 1 1 1 1 1 3 2 1 1 1 2 1 1 1 1 0 1 1 2 1 1 1 1 1 2
 2 1 1 1 1 2 1 1 1 1 2]",58,-0.0872222222222
"Still she went on growing, and, as a last resource, she put one arm out of the window, and one foot up the chimney, and said to herself 'Now I can do no more, whatever happens.","[5, 3, 4, 2, 7, 3, 2, 1, 4, 8, 3, 3, 3, 3, 3, 2, 3, 6, 3, 3, 4, 2, 3, 7, 3, 4, 2, 7, 4, 1, 3, 2, 2, 4, 8, 7]",134,[1 0 1 1 2 1 1 1 1 2 0 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 3 2],42,-0.125
What WILL become of me?',"[4, 4, 6, 2, 2]",18,[1 1 2 1 1],6,0.0
"Luckily for Alice, the little magic bottle had now had its full effect, and she grew no larger: still it was very uncomfortable, and, as there seemed to be no sort of chance of her ever getting out of the room again, no wonder she felt unhappy.","[7, 3, 5, 3, 6, 5, 6, 3, 3, 3, 3, 4, 6, 3, 3, 4, 2, 6, 5, 2, 3, 4, 13, 3, 2, 5, 6, 2, 2, 2, 4, 2, 6, 2, 3, 4, 7, 3, 2, 3, 4, 5, 2, 6, 3, 4, 7]",191,"[3 1 2 1 1 2 1 1 1 1 1 1 2 1 0 1 1 2 1 1 1 2 4 1 1 1 1 1 1 1 1 1 1 1 1 2 2
 1 1 1 1 2 1 2 0 1 3]",61,-0.0363095238095
"'It was much pleasanter at home,' thought poor Alice, 'when one wasn't always growing larger and smaller, and being ordered about by mice and rabbits.","[3, 3, 4, 10, 2, 4, 7, 4, 5, 5, 3, 3, 3, 6, 7, 6, 3, 7, 3, 5, 7, 5, 2, 4, 3, 7]",121,[1 1 1 4 1 1 1 1 2 1 1 1 0 2 2 2 1 2 1 1 2 2 1 1 1 2],36,-0.05
"I almost wish I hadn't gone down that rabbit-hole--and yet--and yet--it's rather curious, you know, this sort of life!","[1, 6, 4, 1, 3, 3, 4, 4, 4, 11, 3, 3, 3, 3, 2, 2, 6, 7, 3, 4, 4, 4, 2, 4]",91,[1 2 1 1 1 0 1 1 1 3 1 1 1 1 1 0 2 2 1 1 1 1 1 1],27,-0.140277777778
I do wonder what CAN have happened to me!,"[1, 2, 6, 4, 3, 4, 8, 2, 2]",32,[1 1 2 1 1 1 2 1 1],11,0.0
"When I used to read fairy-tales, I fancied that kind of thing never happened, and now here I am in the middle of one!","[4, 1, 4, 2, 4, 11, 1, 7, 4, 4, 2, 5, 5, 8, 3, 3, 4, 1, 2, 2, 3, 6, 2, 3]",91,[1 1 1 1 2 3 1 2 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1],30,0.3
"There ought to be a book written about me, that there ought!","[5, 5, 2, 2, 1, 4, 7, 5, 2, 4, 5, 5]",47,[1 1 1 1 1 1 2 2 1 1 1 1],14,0.0
"And when I grow up, I'll write one--but I'm grown up now,' she added in a sorrowful tone; 'at least there's no room to grow up any more HERE.'","[3, 4, 1, 4, 2, 1, 3, 5, 3, 3, 1, 2, 5, 2, 3, 3, 5, 2, 1, 9, 4, 3, 5, 5, 2, 2, 4, 2, 4, 2, 3, 4, 4]",106,[1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 3 1 1 2 1 0 1 1 1 1 1 2 1 1],33,0.1
"'But then,' thought Alice, 'shall I NEVER get any older than I am now?","[4, 4, 7, 5, 6, 1, 5, 3, 3, 5, 4, 1, 2, 3]",53,[1 1 1 2 1 1 2 1 2 2 1 1 1 1],18,0.166666666667
"That'll be a comfort, one way--never to be an old woman--but then--always to have lessons to learn!","[4, 3, 2, 1, 7, 3, 3, 5, 2, 2, 2, 3, 5, 3, 4, 6, 2, 4, 7, 2, 5]",75,[1 0 1 1 2 1 1 2 1 1 1 1 2 1 1 2 1 1 2 1 2],26,0.125
"Oh, I shouldn't like THAT!'","[2, 1, 6, 3, 4, 4]",20,[1 1 1 0 1 1],5,0.0
"'Oh, you foolish Alice!'","[3, 3, 7, 5]",18,[1 1 2 2],6,0.0
she answered herself.,"[3, 8, 7]",18,[0 2 2],4,0.0
'How can you learn lessons in here?,"[4, 3, 3, 5, 7, 2, 4]",28,[1 1 1 2 2 1 1],9,0.0
"Why, there's hardly room for YOU, and no room at all for any lesson-books!'","[3, 5, 2, 6, 4, 3, 3, 3, 2, 4, 2, 3, 3, 3, 12]",58,[1 1 0 2 1 1 1 1 1 1 1 1 1 2 3],18,-0.364583333333
"And so she went on, taking first one side and then the other, and making quite a conversation of it altogether; but after a few minutes she heard a voice outside, and stopped to listen.","[3, 2, 3, 4, 2, 6, 5, 3, 4, 3, 4, 3, 5, 3, 6, 5, 1, 12, 2, 2, 10, 3, 5, 1, 3, 7, 3, 5, 1, 5, 7, 3, 7, 2, 6]",146,[1 1 0 1 1 2 1 1 1 1 1 1 2 1 2 1 1 4 1 1 4 1 2 1 1 2 0 2 1 1 2 1 1 1 2],47,-0.01875
'Mary Ann!,"[5, 3]",8,[2 1],3,0.0
Mary Ann!',"[4, 3]",7,[2 1],3,0.0
said the voice.,"[4, 3, 5]",12,[1 1 1],3,0.0
'Fetch me my gloves this moment!',"[6, 2, 2, 6, 4, 6]",26,[1 1 1 1 1 2],7,0.0
Then came a little pattering of feet on the stairs.,"[4, 4, 1, 6, 9, 2, 4, 2, 3, 6]",41,[1 1 1 1 3 1 1 1 1 1],12,-0.1875
"Alice knew it was the Rabbit coming to look for her, and she trembled till she shook the house, quite forgetting that she was now about a thousand times as large as the Rabbit, and had no reason to be afraid of it.","[5, 4, 2, 3, 3, 6, 6, 2, 4, 3, 3, 3, 3, 8, 4, 3, 5, 3, 5, 5, 10, 4, 3, 3, 3, 5, 1, 8, 5, 2, 5, 2, 3, 6, 3, 3, 2, 6, 2, 2, 6, 2, 2]",168,"[2 1 1 1 1 2 2 1 1 1 1 1 0 1 1 0 1 1 1 1 3 1 0 1 1 2 1 2 1 1 1 1 1 2 1 1 1
 3 1 1 2 1 1]",51,-0.192857142857
"Presently the Rabbit came up to the door, and tried to open it; but, as the door opened inwards, and Alice's elbow was pressed hard against it, that attempt proved a failure.","[9, 3, 6, 4, 2, 2, 3, 4, 3, 5, 2, 4, 2, 3, 2, 3, 4, 6, 7, 3, 5, 2, 5, 3, 7, 4, 7, 2, 4, 7, 6, 1, 7]",137,[3 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 2 1 2 0 2 1 1 1 2 1 1 2 1 1 2],43,-0.152083333333
Alice heard it say to itself 'Then I'll go round and get in at the window.',"[5, 5, 2, 3, 2, 6, 5, 1, 3, 2, 5, 3, 3, 2, 2, 3, 6]",58,[2 2 1 1 1 2 1 1 0 1 1 1 1 1 1 1 2],20,-0.2
"'THAT you won't' thought Alice, and, after waiting till she fancied she heard the Rabbit just under the window, she suddenly spread out her hand, and made a snatch in the air.","[5, 3, 2, 3, 7, 5, 3, 5, 7, 4, 3, 7, 3, 5, 3, 6, 4, 5, 3, 6, 3, 8, 6, 3, 3, 4, 3, 4, 1, 6, 2, 3, 3]",138,[1 1 1 0 1 2 1 2 2 1 0 2 0 2 1 2 1 2 1 2 0 3 2 1 1 1 1 1 1 1 1 1 1],40,0.0
"She did not get hold of anything, but she heard a little shriek and a fall, and a crash of broken glass, from which she concluded that it was just possible it had fallen into a cucumber-frame, or something of the sort.","[3, 3, 3, 3, 4, 2, 8, 3, 3, 5, 1, 6, 6, 3, 1, 4, 3, 1, 5, 2, 6, 5, 4, 5, 3, 9, 4, 2, 3, 4, 8, 2, 3, 6, 4, 1, 14, 2, 9, 2, 3, 4]",172,"[0 1 1 1 1 1 3 1 0 2 1 1 2 1 1 1 1 1 1 1 2 1 1 1 0 2 1 1 1 1 2 1 1 2 2 1 4
 1 3 1 1 1]",53,-0.195833333333
Next came an angry voice--the Rabbit's--'Pat!,"[4, 4, 2, 5, 5, 3, 6, 2, 4]",35,[1 1 1 2 1 1 2 0 1],10,-0.3125
Pat!,[3],3,[1],1,0.0
Where are you?',"[5, 3, 3]",11,[1 1 1],3,0.0
"And then a voice she had never heard before, 'Sure then I'm here!","[3, 4, 1, 5, 3, 3, 5, 5, 6, 5, 4, 1, 2, 4]",51,[1 1 1 1 0 1 2 2 2 1 1 1 0 1],15,0.625
"Digging for apples, yer honour!'","[7, 3, 6, 3, 6]",25,[2 1 1 1 2],7,0.0
"'Digging for apples, indeed!'","[8, 3, 6, 6]",23,[2 1 1 1],5,0.0
said the Rabbit angrily.,"[4, 3, 6, 7]",20,[1 1 2 3],7,-0.5
'Here!,[5],5,[1],1,0.0
Come and help me out of THIS!',"[4, 3, 4, 2, 3, 2, 4]",22,[1 1 1 1 1 1 1],7,0.0
(Sounds of more broken glass.),"[6, 2, 4, 6, 5]",23,[1 1 1 2 1],6,0.05
"'Now tell me, Pat, what's that in the window?'","[4, 4, 2, 3, 4, 2, 4, 2, 3, 6]",34,[1 1 1 1 1 0 1 1 1 2],10,0.0
"'Sure, it's an arm, yer honour!'","[5, 2, 2, 2, 3, 3, 6]",23,[1 1 0 1 1 1 2],7,0.625
(He pronounced it 'arrum.'),"[2, 10, 2, 6]",20,[1 2 1 2],6,0.0
"'An arm, you goose!","[3, 3, 3, 5]",14,[1 1 1 1],4,0.0
Who ever saw one that size?,"[3, 4, 3, 3, 4, 4]",21,[1 2 1 1 1 1],7,0.0
"Why, it fills the whole window!'","[3, 2, 5, 3, 5, 6]",24,[1 1 1 1 1 2],7,0.25
"'Sure, it does, yer honour: but it's an arm for all that.'","[5, 2, 4, 3, 6, 3, 2, 2, 2, 3, 3, 3, 4]",42,[1 1 0 1 2 1 1 0 1 1 1 1 1],12,0.5
"'Well, it's got no business there, at any rate: go and take it away!'","[5, 2, 2, 3, 2, 8, 5, 2, 3, 4, 2, 3, 4, 2, 4]",51,[1 1 0 1 1 3 1 1 2 1 1 1 1 1 2],18,0.0
"There was a long silence after this, and Alice could only hear whispers now and then; such as, 'Sure, I don't like it, yer honour, at all, at all!'","[5, 3, 1, 4, 7, 5, 4, 3, 5, 5, 4, 4, 8, 3, 3, 4, 4, 2, 5, 1, 2, 3, 4, 2, 3, 6, 2, 3, 2, 3]",110,[1 1 1 1 2 2 1 1 2 1 2 2 2 1 1 1 1 1 1 1 1 0 1 1 1 2 1 1 1 1],36,0.14375
"'Do as I tell you, you coward!'","[3, 2, 1, 4, 3, 3, 6]",22,[1 1 1 1 1 1 2],8,0.0
"and at last she spread out her hand again, and made another snatch in the air.","[3, 2, 4, 3, 6, 3, 3, 4, 5, 3, 4, 7, 6, 2, 3, 3]",61,[1 1 1 0 2 1 1 1 2 1 1 3 1 1 1 1],19,0.0
"This time there were TWO little shrieks, and more sounds of broken glass.","[4, 4, 5, 4, 3, 6, 7, 3, 4, 6, 2, 6, 5]",59,[1 1 1 1 1 1 2 1 1 1 1 2 1],15,-0.0291666666667
'What a number of cucumber-frames there must be!',"[5, 1, 6, 2, 15, 5, 4, 2]",40,[1 1 2 1 4 1 1 1],12,0.0
thought Alice.,"[7, 5]",12,[1 2],3,0.0
'I wonder what they'll do next!,"[2, 6, 4, 4, 3, 2, 4]",25,[1 2 1 1 0 1 1],7,0.0
"As for pulling me out of the window, I only wish they COULD!","[2, 3, 7, 2, 3, 2, 3, 6, 1, 4, 4, 4, 5]",46,[1 1 2 1 1 1 1 2 1 2 1 1 1],16,0.0
I'm sure I don't want to stay in here any longer!',"[1, 2, 4, 1, 2, 3, 4, 2, 4, 2, 4, 3, 6]",38,[1 0 1 1 1 0 1 1 1 1 1 2 2],13,0.625
"She waited for some time without hearing anything more: at last came a rumbling of little cartwheels, and the sound of a good many voices all talking together: she made out the words: 'Where's the other ladder?--Why, I hadn't to bring but one; Bill's got the other--Bill!","[3, 6, 3, 4, 4, 7, 7, 8, 4, 2, 4, 4, 1, 8, 2, 6, 10, 3, 3, 5, 2, 1, 4, 4, 6, 3, 7, 8, 3, 4, 3, 3, 5, 6, 2, 3, 5, 6, 3, 1, 3, 3, 2, 5, 3, 3, 4, 2, 3, 3, 5, 4]",213,"[0 1 1 1 1 2 3 3 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 2 1 1 2 3 0 1 1 1 1 1 0 1 2
 2 1 1 1 0 1 1 1 1 1 0 1 1 2 1]",61,0.250892857143
"fetch it here, lad!--Here, put 'em up at this corner--No, tie 'em together first--they don't reach half high enough yet--Oh!","[5, 2, 4, 3, 4, 3, 3, 2, 2, 4, 6, 2, 3, 3, 8, 5, 4, 2, 3, 5, 4, 4, 6, 3, 2]",92,[1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 1 1 1 0 2 1 1 2 1 1],29,-0.00222222222222
"they'll do well enough; don't be particular--Here, Bill!","[4, 3, 2, 4, 6, 2, 3, 2, 10, 4, 4]",44,[1 0 1 1 2 1 0 1 4 1 1],13,0.0
"catch hold of this rope--Will the roof bear?--Mind that loose slate--Oh, it's coming down!","[5, 4, 2, 4, 4, 4, 3, 4, 4, 4, 4, 5, 5, 2, 2, 2, 6, 4]",68,[1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0 2 1],19,-0.135683760684
Heads below!',"[5, 5]",10,[2 2],4,0.0
"(a loud crash)--'Now, who did that?--It was Bill, I fancy--Who's to go down the chimney?--Nay, I shan't!","[1, 4, 5, 4, 3, 3, 4, 2, 3, 4, 1, 5, 3, 2, 2, 2, 4, 3, 7, 3, 1, 3, 3]",72,[1 1 1 1 1 1 1 1 1 1 1 2 1 0 1 1 1 1 2 1 1 1 0],23,-0.0472222222222
"YOU do it!--That I won't, then!--Bill's to go down--Here, Bill!","[3, 2, 2, 4, 1, 2, 3, 4, 4, 2, 2, 2, 4, 4, 4]",43,[1 1 1 1 1 1 0 1 1 0 1 1 1 1 1],13,0.0
the master says you're to go down the chimney!',"[3, 6, 4, 3, 3, 2, 2, 4, 3, 7]",37,[1 2 1 1 0 1 1 1 1 2],11,-0.194444444444
'Oh!,[3],3,[1],1,0.0
"So Bill's got to come down the chimney, has he?'","[2, 4, 2, 3, 2, 4, 4, 3, 7, 3, 2]",36,[1 1 0 1 1 1 1 1 2 1 1],11,-0.155555555556
said Alice to herself.,"[4, 5, 2, 7]",18,[1 2 1 2],6,0.0
"'Shy, they seem to put everything upon Bill!","[4, 4, 4, 2, 3, 10, 4, 4]",35,[1 1 1 1 1 4 2 1],12,-0.625
"I wouldn't be in Bill's place for a good deal: this fireplace is narrow, to be sure; but I THINK I can kick a little!'","[1, 5, 3, 2, 2, 4, 2, 5, 3, 1, 4, 4, 4, 9, 2, 6, 2, 2, 4, 3, 1, 5, 1, 3, 4, 1, 6]",89,[1 1 0 1 1 1 0 1 1 1 1 2 1 3 1 2 1 1 1 1 1 1 1 1 1 1 1],29,0.19140625
"She drew her foot as far down the chimney as she could, and waited till she heard a little animal (she couldn't guess of what sort it was) scratching and scrambling about in the chimney close above her: then, saying to herself 'This is Bill,' she gave one sharp kick, and waited to see what would happen next.","[3, 4, 3, 4, 2, 3, 4, 3, 7, 2, 3, 5, 3, 6, 4, 3, 5, 1, 6, 6, 3, 5, 3, 5, 2, 4, 4, 2, 3, 10, 3, 10, 5, 2, 3, 7, 5, 5, 3, 4, 6, 2, 7, 5, 2, 4, 3, 4, 3, 5, 4, 3, 6, 2, 3, 4, 5, 6, 4]",243,"[0 1 1 1 1 1 1 1 2 1 0 1 1 1 1 0 2 1 1 3 0 1 0 1 1 1 1 1 1 2 1 2 2 1 1 2 1
 2 1 1 1 1 2 1 1 1 0 1 1 1 1 1 1 1 1 1 1 2 1]",64,-0.0613425925926
The first thing she heard was a general chorus of 'There goes Bill!',"[3, 5, 5, 3, 5, 3, 1, 7, 6, 2, 6, 4, 4]",54,[1 1 1 0 2 1 1 3 2 1 1 0 1],15,0.15625
"then the Rabbit's voice along--'Catch him, you by the hedge!'","[4, 3, 6, 2, 5, 5, 6, 3, 3, 2, 3, 5]",47,[1 1 2 0 1 2 1 1 1 1 1 1],13,0.0
"then silence, and then another confusion of voices--'Hold up his head--Brandy now--Don't choke him--How was it, old fellow?","[4, 7, 3, 4, 7, 9, 2, 6, 5, 2, 3, 4, 6, 3, 2, 3, 5, 3, 3, 3, 2, 3, 6]",95,[1 2 1 1 3 3 1 1 1 1 1 2 2 1 1 0 1 1 1 1 1 1 2],30,0.1
What happened to you?,"[4, 8, 2, 3]",17,[1 2 1 1],5,0.0
Tell us all about it!',"[4, 2, 3, 5, 2]",16,[1 1 1 2 1],6,0.0
"Last came a little feeble, squeaking voice, ('That's Bill,' thought Alice,) 'Well, I hardly know--No more, thank ye; I'm better now--but I'm a deal too flustered to tell you--all I know is, something comes at me like a Jack-in-the-box, and up I goes like a sky-rocket!'","[4, 4, 1, 6, 6, 9, 5, 5, 2, 4, 7, 5, 5, 1, 6, 4, 2, 4, 5, 2, 1, 2, 6, 3, 3, 1, 2, 1, 4, 3, 9, 2, 4, 3, 3, 1, 4, 2, 9, 5, 2, 2, 4, 1, 15, 3, 2, 1, 4, 4, 1, 10]",204,"[1 1 1 1 1 3 1 1 0 1 1 2 1 1 2 1 1 1 1 1 1 0 2 1 1 1 0 1 2 1 2 1 1 1 1 1 1
 1 3 1 1 1 1 1 4 1 1 1 0 1 1 3]",62,0.0243055555556
"'So you did, old fellow!'","[3, 3, 3, 3, 6]",18,[1 1 1 1 2],6,0.125
said the others.,"[4, 3, 6]",13,[1 1 2],4,0.0
'We must burn the house down!',"[3, 4, 4, 3, 5, 4]",23,[0 1 1 1 1 1],5,-0.194444444444
"said the Rabbit's voice; and Alice called out as loud as she could, 'If you do.","[4, 3, 6, 2, 5, 3, 5, 6, 3, 2, 4, 2, 3, 5, 3, 3, 2]",61,[1 1 2 0 1 1 2 1 1 1 1 1 0 1 1 1 1],17,0.1
I'll set Dinah at you!',"[1, 3, 3, 5, 2, 3]",17,[1 0 1 2 1 1],6,0.0
"There was a dead silence instantly, and Alice thought to herself, 'I wonder what they WILL do next!","[5, 3, 1, 4, 7, 9, 3, 5, 7, 2, 7, 2, 6, 4, 4, 4, 2, 4]",79,[1 1 1 2 2 3 1 2 1 1 2 1 2 1 1 1 1 1],25,-0.0666666666667
"If they had any sense, they'd take the roof off.'","[2, 4, 3, 3, 5, 4, 2, 4, 3, 4, 3]",37,[1 1 1 2 1 1 0 1 1 1 1],11,0.0
"After a minute or two, they began moving about again, and Alice heard the Rabbit say, 'A barrowful will do, to begin with.'","[5, 1, 6, 2, 3, 4, 5, 6, 5, 5, 3, 5, 5, 3, 6, 3, 2, 9, 4, 2, 2, 5, 4]",95,[2 1 2 1 1 1 2 2 2 2 1 2 2 1 2 1 1 3 1 1 1 2 1],35,0.0
'A barrowful of WHAT?',"[2, 9, 2, 4]",17,[1 3 1 1],6,0.0
"thought Alice; but she had not long to doubt, for the next moment a shower of little pebbles came rattling in at the window, and some of them hit her in the face.","[7, 5, 3, 3, 3, 3, 4, 2, 5, 3, 3, 4, 6, 1, 6, 2, 6, 7, 4, 8, 2, 2, 3, 6, 3, 4, 2, 4, 3, 3, 2, 3, 4]",126,[1 2 1 0 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1],37,-0.0541666666667
"'I'll put a stop to this,' she said to herself, and shouted out, 'You'd better not do that again!'","[2, 3, 3, 1, 4, 2, 4, 3, 4, 2, 7, 3, 7, 3, 4, 2, 6, 3, 2, 4, 5]",74,[1 0 1 1 1 1 1 0 1 1 2 1 1 1 1 0 2 1 1 1 2],21,0.625
which produced another dead silence.,"[5, 8, 7, 4, 7]",31,[1 2 3 2 2],10,-0.2
"Alice noticed with some surprise that the pebbles were all turning into little cakes as they lay on the floor, and a bright idea came into her head.","[5, 7, 4, 4, 8, 4, 3, 7, 4, 3, 7, 4, 6, 5, 2, 4, 3, 2, 3, 5, 3, 1, 6, 4, 4, 4, 3, 4]",119,[2 2 1 1 2 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 3 1 2 1 2],37,0.25625
